Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","690","Seychelles","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","23409.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","694","Sierra Leone","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","1644","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","702","Singapore","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","129084","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","703","Slovakia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","38566.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","705","Slovenia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","47558.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","090","Solomon Islands","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","2480.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","706","Somalia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","1452.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","710","South Africa","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","14322.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","724","Spain","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","45787.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","144","Sri Lanka","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","13172.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","729","Sudan","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","3299.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","740","Suriname","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","18741.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","752","Sweden","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","64778","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","756","Switzerland","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","83019.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","762","Tajikistan","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","4310.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","764","Thailand","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","20751.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","626","Timor-Leste","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","5454.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","768","Togo","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","2769.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","780","Trinidad and Tobago","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","27942.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","788","Tunisia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","12328.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","792","Türkiye","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","33061.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","798","Tuvalu","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","5066.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","800","Uganda","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","2728.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","804","Ukraine","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","14950.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","73724.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","826","United Kingdom of Great Britain and Northern Ireland","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","55183.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","3504.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","840","United States of America","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","71308.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","858","Uruguay","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","30983.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","860","Uzbekistan","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","8447.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","548","Vanuatu","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","3074.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","13102.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","894","Zambia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","3610.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","716","Zimbabwe","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","3420","X","Figure from international organizations",""
